id,target
414,0.2866279805820977
415,0.6208366856685923
416,0.5653982912718689
417,0.4739973341222825
418,0.5672299851941242
419,0.5992107201120478
420,0.3392277706333498
421,0.4191132128852784
422,0.2582243863805447
423,0.36768011901123315
424,0.6134862221341264
425,0.3654356696583732
426,0.594824045856633
427,0.616793600268805
428,0.3118693087686747
429,0.42855554600498574
430,0.3150189314388873
431,0.6125197859574456
432,0.537718634457288
433,0.2767586701999254
434,0.5
435,0.5872497700086523
436,0.6117896395747058
437,0.5
438,0.6290932678502937
439,0.6173118081464941
440,0.2884861926561795
441,0.2796196083801707
442,0.2687311344533751
443,0.5
444,0.48202215367398377
445,0.5701948294461697
446,0.6387869808893445
447,0.40946413266310444
448,0.6140820731645177
449,0.6345330119000003
450,0.516918625209521
451,0.6131705457071218
452,0.36788478819737663
453,0.36545869305769624
454,0.4874313058083752
455,0.39505733744426996
456,0.6122471936972784
457,0.27058959789960424
458,0.47325191504208053
459,0.6269032615760495
460,0.603876551225633
461,0.5805545603329071
462,0.5845827768224582
463,0.27037943845396506
464,0.5578223682135443
465,0.39240456860890016
466,0.3193979934926909
467,0.39111077138500877
468,0.6141342523789532
469,0.40249717148488356
470,0.6122812330540142
471,0.44799825725735387
472,0.5286969792393592
473,0.6084303998165536
474,0.5312288761958854
475,0.39746150979352923
476,0.3539036110921862
477,0.2672855729910866
478,0.29968724684049963
479,0.6067752065359094
480,0.29783627312616673
481,0.4903252809827481
482,0.5815519283893262
483,0.44843081101295856
484,0.46788427973007496
485,0.6088648311221434
486,0.6029318670868604
487,0.5872476761511921
488,0.35619242455204525
489,0.5799410780168979
490,0.5053591401035313
491,0.5
492,0.4701092926898982
493,0.6117444898561143
494,0.46499774656145154
495,0.3752345726801373
496,0.4465137263067478
497,0.6019645320660983
498,0.5977270938348199
499,0.3162890881041749
500,0.3721853734324111
501,0.2722978484187872
502,0.2655470582430876
503,0.2975827778032495
504,0.5325041466122732
505,0.32331745834110837
506,0.29683908362525024
507,0.33087211694641444
508,0.48291339177224946
509,0.5635091243954514
510,0.27150075042068866
511,0.46674566044398547
512,0.38706257705399877
513,0.5374183208399986
514,0.28249131368132624
515,0.5920324155327148
516,0.5780038240656065
517,0.4744167381851548
518,0.6165543158528285
519,0.4488396814073513
520,0.3013198602165687
521,0.5901907329061238
522,0.6015448580338293
523,0.5
524,0.45153702021486947
525,0.5
526,0.5870789790601035
527,0.573737809018613
528,0.573515372673356
529,0.27677099735117733
530,0.5462143843529671
531,0.3442837377535428
532,0.5693201082302635
533,0.36177946488960677
534,0.3221656701512736
535,0.3356790145901493
536,0.3001288886999805
537,0.28469959692023855
538,0.27509302899161503
539,0.30318922025738737
540,0.6102259555073732
541,0.5889540981333179
542,0.5823564237179133
543,0.5826957551625461
544,0.5711671179568197
545,0.29881858831571967
546,0.40056650668354826
547,0.26524319493774007
548,0.5667790051080248
549,0.5565249819942607
550,0.30615900900239845
551,0.5777428241096051
552,0.5685679323977181
553,0.2848010263483834
554,0.33244458151367423
555,0.2774408613801106
556,0.3970237451645364
557,0.4667096817699742
558,0.5842308857105509
559,0.37244325088609986
560,0.3621458074720351
561,0.49312245938756893
562,0.5394729358093063
563,0.588249840726776
564,0.3735382870857725
565,0.5883514926020054
566,0.2768439795980466
567,0.3624431811299587
568,0.5869214274289237
569,0.5
570,0.5806848921921588
571,0.5929651646302911
572,0.5139708764648842
573,0.5538670160807135
574,0.550532346764331
575,0.4666765869188952
576,0.4673098170475967
577,0.2675828503791744
578,0.44737549302931806
579,0.27915142833846984
580,0.5349736771607622
581,0.28198843383384203
582,0.5733608960286855
583,0.5621399692622977
584,0.2681654093182004
585,0.44180834539337854
586,0.47298047078647243
587,0.5445642593509582
588,0.30123465930096927
589,0.40248177393528084
590,0.3480100198577222
591,0.4149146311857586
592,0.44532200820709017
593,0.43576265663666447
594,0.5596185457073495
595,0.5928300244434023
596,0.546717601631753
597,0.29074127884167095
598,0.2847922417772762
599,0.2956240919736438
600,0.2697658923897683
601,0.3649085582004698
602,0.4646176217298184
603,0.3281482084275636
604,0.36508733915363006
605,0.5766675198413074
606,0.574854415711248
607,0.569235798000045
608,0.3656425588330013
609,0.307866559508535
610,0.5
611,0.33623734961282714
612,0.4723337811212653
613,0.5541394224105791
614,0.45181704633797526
615,0.28066714579737573
616,0.39223046022692437
617,0.27935598025558744
618,0.44502541563945797
619,0.2746849016558058
620,0.33638932426015555
621,0.5164843458426006
622,0.5648238576154615
623,0.5503459141180318
624,0.3297178192658291
625,0.3362124663959663
