id,target
414,0.21893399441407124
415,0.40920637760825446
416,0.9536329423573802
417,0.3910296938782375
418,0.3520569561207015
419,0.5062230624708567
420,0.42791485538432183
421,0.9544464131030417
422,0.17654627062986106
423,0.2056208948591144
424,0.34645594146356246
425,0.20983871980999597
426,0.8038991332718208
427,0.37260986217202463
428,0.2283582497642894
429,0.2754601458515683
430,0.8367720618376241
431,0.3475002588836229
432,0.29931341352372104
433,0.2070650932155883
434,0.27918904190021976
435,0.30631832480209104
436,0.3467301793707164
437,0.6621950432835403
438,0.856049755835212
439,0.3357253923555079
440,0.4062777642928091
441,0.23544636791393267
442,0.3003948331049927
443,0.8290479406028747
444,0.727494266414274
445,0.4865419848371783
446,0.4949599340673059
447,0.9544602708410646
448,0.6177545120708321
449,0.400170356270774
450,0.6662838099927118
451,0.6084210536678322
452,0.28927684012718075
453,0.36414175163840895
454,0.5307559849216499
455,0.42626684010745824
456,0.8165056876445411
457,0.40578789612596705
458,0.7092936925977649
459,0.20843398303243862
460,0.7257219211940582
461,0.38112716951496695
462,0.4466853662802865
463,0.2582974944326834
464,0.7336151874065419
465,0.6997907281953163
466,0.35143005979510467
467,0.20963297994430347
468,0.3372557237263
469,0.24660272650521547
470,0.5024846652667649
471,0.234406987068806
472,0.48686918771683046
473,0.4093702761762045
474,0.5666500703822924
475,0.1965642500128964
476,0.3043799716578696
477,0.2109366875603983
478,0.26426797035185834
479,0.8300321338432145
480,0.21728487577831412
481,0.6955780102547527
482,0.37220008260799725
483,0.2858409705012008
484,0.2821013684468853
485,0.47267580628846473
486,0.3476021354771689
487,0.4864364701198134
488,0.3613611762084064
489,0.22518940603021298
490,0.81925991532702
491,0.3898077888578773
492,0.3793797114300364
493,0.5595049485439868
494,0.21862499840658858
495,0.19030076862448067
496,0.19456701697966944
497,0.3569096063495454
498,0.7208522235698527
499,0.3871499511363672
500,0.28133931692097003
501,0.21996618999368125
502,0.19941570785591736
503,0.7983316611182298
504,0.4766928039548264
505,0.36394652137776234
506,0.20978550751777708
507,0.20221726050542171
508,0.32837430138611623
509,0.6995035331525418
510,0.21448265093110697
511,0.3939529716952882
512,0.9543616053549725
513,0.4089572189655807
514,0.20444387021793448
515,0.6501067548784271
516,0.593309728774521
517,0.2946296540706975
518,0.5197756117801986
519,0.374964830508779
520,0.2001914282581518
521,0.7245000853209874
522,0.9397017094565109
523,0.7405451187434686
524,0.24632175269433854
525,0.39349560204153705
526,0.5875075207046498
527,0.37144895403123795
528,0.3716656351347916
529,0.18503647765455847
530,0.3500954212926014
531,0.28820982183031546
532,0.3093972900422445
533,0.8356374918681468
534,0.21566716223964225
535,0.2904749384803942
536,0.21129632573731516
537,0.23748417852006717
538,0.223668261230947
